Latitude,Longitude,Elevation
53.07821000,-4.04052000,542.0
53.07821000,-4.04055000,541.0
53.07820000,-4.04060000,541.0
53.07819000,-4.04063000,541.0
53.07817000,-4.04065000,542.0
53.07816000,-4.04067000,542.0
53.07809000,-4.04069000,545.0
53.07798000,-4.04071000,548.0
53.07790000,-4.04071000,551.0
53.07783000,-4.04072000,553.0
53.07780000,-4.04072000,554.0
53.07778000,-4.04070000,554.0
53.07777000,-4.04066000,555.0
53.07775000,-4.04065000,555.0
53.07773000,-4.04066000,555.0
53.07771000,-4.04067000,556.0
53.07769000,-4.04069000,556.0
53.07765000,-4.04073000,556.0
53.07760000,-4.04077000,557.0
53.07757000,-4.04078000,557.0
53.07754000,-4.04079000,557.0
53.07751000,-4.04083000,557.0
53.07748000,-4.04090000,557.0
53.07747000,-4.04093000,557.0
53.07741000,-4.04101000,558.0
53.07739000,-4.04103000,558.0
53.07738000,-4.04107000,558.0
53.07736000,-4.04111000,558.0
53.07734000,-4.04114000,558.0
53.07732000,-4.04115000,559.0
53.07730000,-4.04118000,559.0
53.07728000,-4.04121000,560.0
53.07727000,-4.04125000,561.0
53.07726000,-4.04130000,562.0
53.07724000,-4.04134000,562.0
53.07719000,-4.04146000,565.0
53.07715000,-4.04152000,566.0
53.07710000,-4.04159000,567.0
53.07708000,-4.04161000,567.0
53.07704000,-4.04163000,568.0
53.07699000,-4.04165000,568.0
53.07695000,-4.04164000,568.0
53.07690000,-4.04169000,567.0
53.07683000,-4.04182000,566.0
53.07667000,-4.04225000,565.0
53.07661000,-4.04250000,562.0
53.07660000,-4.04257000,562.0
53.07651000,-4.04309000,564.0
53.07625000,-4.04384000,566.0
53.07613000,-4.04401000,565.0
53.07588000,-4.04424000,562.0
53.07569000,-4.04471000,568.0
53.07566000,-4.04474000,568.0
53.07555000,-4.04486000,568.0
53.07536000,-4.04517000,568.0
53.07529000,-4.04532000,569.0
53.07516000,-4.04598000,572.0
53.07506000,-4.04627000,570.0
53.07492000,-4.04663000,569.0
53.07491000,-4.04673000,570.0
53.07488000,-4.04685000,571.0
53.07489000,-4.04694000,573.0
53.07486000,-4.04702000,573.0
53.07481000,-4.04728000,576.0
53.07476000,-4.04740000,576.0
53.07467000,-4.04764000,575.0
53.07460000,-4.04783000,576.0
53.07452000,-4.04793000,577.0
53.07449000,-4.04804000,578.0
53.07446000,-4.04811000,579.0
53.07433000,-4.04826000,578.0
53.07423000,-4.04834000,578.0
53.07416000,-4.04840000,578.0
53.07411000,-4.04848000,579.0
53.07407000,-4.04854000,580.0
53.07404000,-4.04865000,581.0
53.07400000,-4.04872000,582.0
53.07392000,-4.04878000,582.0
53.07387000,-4.04889000,583.0
53.07385000,-4.04904000,586.0
53.07381000,-4.04913000,587.0
53.07361000,-4.04978000,595.0
53.07351000,-4.04998000,595.0
53.07344000,-4.05022000,598.0
53.07341000,-4.05029000,598.0
53.07339000,-4.05033000,598.0
53.07331000,-4.05047000,596.0
53.07325000,-4.05055000,595.0
53.07322000,-4.05065000,596.0
53.07322000,-4.05085000,601.0
53.07323000,-4.05091000,603.0
53.07328000,-4.05094000,605.0
53.07329000,-4.05103000,607.0
53.07329000,-4.05144000,617.0
53.07332000,-4.05166000,624.0
53.07329000,-4.05201000,633.0
53.07327000,-4.05210000,634.0
53.07322000,-4.05221000,635.0
53.07316000,-4.05234000,636.0
53.07316000,-4.05241000,638.0
53.07313000,-4.05250000,639.0
53.07302000,-4.05279000,641.0
53.07293000,-4.05293000,641.0
53.07282000,-4.05306000,640.0
53.07266000,-4.05315000,638.0
53.07256000,-4.05325000,638.0
53.07246000,-4.05342000,638.0
53.07242000,-4.05348000,638.0
53.07238000,-4.05358000,638.0
53.07233000,-4.05385000,640.0
53.07230000,-4.05397000,641.0
53.07229000,-4.05409000,643.0
53.07231000,-4.05440000,650.0
53.07223000,-4.05496000,652.0
53.07225000,-4.05519000,651.0
53.07228000,-4.05525000,651.0
53.07237000,-4.05534000,653.0
53.07242000,-4.05535000,654.0
53.07246000,-4.05538000,655.0
53.07250000,-4.05545000,656.0
53.07251000,-4.05553000,657.0
53.07256000,-4.05561000,658.0
53.07258000,-4.05580000,657.0
53.07261000,-4.05588000,658.0
53.07263000,-4.05602000,659.0
53.07262000,-4.05664000,658.0
53.07262000,-4.05670000,658.0
53.07257000,-4.05706000,654.0
53.07257000,-4.05733000,653.0
53.07258000,-4.05742000,653.0
53.07264000,-4.05764000,656.0
53.07262000,-4.05783000,654.0
53.07256000,-4.05819000,650.0
53.07256000,-4.05842000,652.0
53.07255000,-4.05860000,654.0
53.07258000,-4.05921000,667.0
53.07259000,-4.05930000,670.0
53.07259000,-4.05938000,672.0
53.07256000,-4.05945000,672.0
53.07252000,-4.05949000,671.0
53.07248000,-4.05953000,669.0
53.07244000,-4.05958000,667.0
53.07241000,-4.05964000,666.0
53.07239000,-4.05972000,666.0
53.07238000,-4.05979000,667.0
53.07238000,-4.05988000,669.0
53.07238000,-4.05989000,669.0
53.07237000,-4.06018000,674.0
53.07236000,-4.06023000,674.0
53.07234000,-4.06029000,674.0
53.07233000,-4.06037000,675.0
53.07233000,-4.06045000,676.0
53.07231000,-4.06051000,677.0
53.07230000,-4.06053000,676.0
53.07230000,-4.06059000,677.0
53.07229000,-4.06068000,677.0
53.07228000,-4.06076000,677.0
53.07226000,-4.06083000,677.0
53.07224000,-4.06090000,677.0
53.07222000,-4.06096000,676.0
53.07220000,-4.06103000,676.0
53.07219000,-4.06106000,676.0
53.07216000,-4.06117000,674.0
53.07215000,-4.06145000,671.0
53.07218000,-4.06153000,671.0
53.07235000,-4.06174000,673.0
53.07236000,-4.06173000,674.0
53.07248000,-4.06181000,676.0
53.07254000,-4.06188000,677.0
53.07269000,-4.06207000,679.0
53.07275000,-4.06217000,679.0
53.07294000,-4.06237000,679.0
53.07322000,-4.06240000,690.0
53.07336000,-4.06252000,696.0
53.07351000,-4.06275000,703.0
53.07357000,-4.06289000,704.0
53.07364000,-4.06316000,704.0
53.07373000,-4.06339000,709.0
53.07375000,-4.06351000,709.0
53.07375000,-4.06386000,704.0
53.07379000,-4.06411000,707.0
53.07380000,-4.06429000,708.0
53.07378000,-4.06470000,707.0
53.07365000,-4.06542000,703.0
53.07361000,-4.06551000,701.0
53.07360000,-4.06577000,703.0
53.07352000,-4.06612000,702.0
53.07350000,-4.06628000,704.0
53.07343000,-4.06643000,701.0
53.07339000,-4.06694000,709.0
53.07340000,-4.06694000,710.0
53.07337000,-4.06732000,718.0
53.07336000,-4.06779000,725.0
53.07336000,-4.06858000,746.0
53.07334000,-4.06869000,746.0
53.07321000,-4.06895000,743.0
53.07315000,-4.06915000,743.0
53.07309000,-4.06941000,743.0
53.07302000,-4.06997000,752.0
53.07293000,-4.07020000,755.0
53.07283000,-4.07055000,764.0
53.07281000,-4.07071000,766.0
53.07273000,-4.07093000,766.0
53.07267000,-4.07102000,765.0
53.07266000,-4.07109000,766.0
53.07265000,-4.07116000,767.0
53.07266000,-4.07124000,769.0
53.07268000,-4.07131000,772.0
53.07270000,-4.07138000,774.0
53.07276000,-4.07162000,782.0
53.07276000,-4.07191000,790.0
53.07274000,-4.07202000,792.0
53.07270000,-4.07213000,793.0
53.07262000,-4.07222000,792.0
53.07260000,-4.07229000,793.0
53.07258000,-4.07236000,794.0
53.07257000,-4.07244000,796.0
53.07257000,-4.07253000,798.0
53.07256000,-4.07261000,799.0
53.07256000,-4.07269000,801.0
53.07256000,-4.07272000,802.0
53.07256000,-4.07310000,809.0
53.07255000,-4.07319000,810.0
53.07255000,-4.07320000,810.0
53.07253000,-4.07326000,810.0
53.07253000,-4.07335000,812.0
53.07257000,-4.07340000,815.0
53.07260000,-4.07347000,819.0
53.07262000,-4.07353000,822.0
53.07264000,-4.07360000,825.0
53.07266000,-4.07367000,828.0
53.07267000,-4.07375000,831.0
53.07264000,-4.07381000,830.0
53.07264000,-4.07383000,831.0
53.07252000,-4.07414000,832.0
53.07251000,-4.07423000,834.0
53.07250000,-4.07431000,835.0
53.07249000,-4.07439000,836.0
53.07249000,-4.07440000,837.0
53.07250000,-4.07440000,837.0
53.07250000,-4.07479000,842.0
53.07253000,-4.07505000,848.0
53.07253000,-4.07518000,849.0
53.07250000,-4.07545000,849.0
53.07253000,-4.07572000,856.0
53.07253000,-4.07575000,857.0
53.07252000,-4.07586000,859.0
53.07254000,-4.07591000,862.0
53.07257000,-4.07591000,864.0
53.07261000,-4.07585000,866.0
53.07265000,-4.07588000,870.0
53.07267000,-4.07597000,873.0
53.07272000,-4.07608000,878.0
53.07282000,-4.07649000,889.0
53.07284000,-4.07662000,891.0
53.07285000,-4.07689000,897.0
53.07289000,-4.07713000,904.0
53.07290000,-4.07725000,907.0
53.07303000,-4.07720000,913.0
53.07314000,-4.07710000,918.0
53.07319000,-4.07702000,920.0
53.07328000,-4.07666000,918.0
53.07333000,-4.07645000,921.0
53.07334000,-4.07638000,921.0
53.07336000,-4.07638000,923.0
53.07338000,-4.07640000,924.0
53.07342000,-4.07661000,928.0
53.07342000,-4.07682000,931.0
53.07351000,-4.07723000,944.0
53.07351000,-4.07735000,947.0
53.07346000,-4.07767000,952.0
53.07342000,-4.07784000,955.0
53.07341000,-4.07811000,962.0
53.07337000,-4.07817000,962.0
53.07335000,-4.07823000,962.0
53.07332000,-4.07829000,962.0
53.07324000,-4.07852000,964.0
53.07309000,-4.07882000,967.0
53.07277000,-4.07929000,969.0
53.07271000,-4.07945000,973.0
53.07269000,-4.07956000,974.0
53.07268000,-4.07964000,974.0
53.07250000,-4.07970000,973.0
53.07236000,-4.07971000,975.0
53.07226000,-4.07969000,977.0
53.07222000,-4.07968000,977.0
53.07216000,-4.07970000,978.0
53.07212000,-4.07971000,978.0
53.07196000,-4.07965000,978.0
53.07186000,-4.07962000,980.0
53.07179000,-4.07959000,981.0
53.07176000,-4.07956000,982.0
53.07172000,-4.07950000,984.0
53.07168000,-4.07947000,985.0
53.07162000,-4.07945000,987.0
53.07155000,-4.07941000,989.0
53.07152000,-4.07937000,989.0
53.07146000,-4.07934000,990.0
53.07141000,-4.07930000,991.0
53.07136000,-4.07925000,992.0
53.07127000,-4.07922000,995.0
53.07118000,-4.07917000,998.0
53.07103000,-4.07906000,1002.0
53.07092000,-4.07898000,1004.0
53.07087000,-4.07888000,1007.0
53.07084000,-4.07874000,1007.0
53.07081000,-4.07868000,1007.0
53.07077000,-4.07862000,1007.0
53.07069000,-4.07858000,1008.0
53.07058000,-4.07844000,1010.0
53.07058000,-4.07835000,1011.0
53.07059000,-4.07828000,1009.0
53.07057000,-4.07822000,1007.0
53.07053000,-4.07822000,1009.0
53.07045000,-4.07824000,1012.0
53.07037000,-4.07816000,1013.0
53.07019000,-4.07801000,1018.0
53.07006000,-4.07794000,1024.0
53.06985000,-4.07779000,1033.0
53.06974000,-4.07765000,1034.0
53.06965000,-4.07761000,1034.0
53.06943000,-4.07753000,1037.0
53.06930000,-4.07747000,1041.0
53.06921000,-4.07736000,1046.0
53.06909000,-4.07723000,1051.0
53.06896000,-4.07709000,1051.0
53.06888000,-4.07701000,1052.0
53.06882000,-4.07694000,1053.0
53.06867000,-4.07684000,1057.0
53.06865000,-4.07684000,1057.0
53.06862000,-4.07684000,1058.0
53.06855000,-4.07686000,1058.0
53.06850000,-4.07685000,1059.0
53.06824000,-4.07674000,1061.0
53.06850000,-4.07685000,1059.0
53.06855000,-4.07686000,1058.0
53.06862000,-4.07684000,1058.0
53.06865000,-4.07684000,1057.0
53.06867000,-4.07684000,1057.0
53.06882000,-4.07694000,1053.0
53.06888000,-4.07701000,1052.0
53.06896000,-4.07709000,1051.0
53.06909000,-4.07723000,1051.0
53.06921000,-4.07736000,1046.0
53.06930000,-4.07747000,1041.0
53.06943000,-4.07753000,1037.0
53.06965000,-4.07761000,1034.0
53.06974000,-4.07765000,1034.0
53.06985000,-4.07779000,1033.0
53.07006000,-4.07794000,1024.0
53.07019000,-4.07801000,1018.0
53.07037000,-4.07816000,1013.0
53.07045000,-4.07824000,1012.0
53.07053000,-4.07822000,1009.0
53.07057000,-4.07822000,1007.0
53.07059000,-4.07828000,1009.0
53.07058000,-4.07835000,1011.0
53.07058000,-4.07844000,1010.0
53.07069000,-4.07858000,1008.0
53.07077000,-4.07862000,1007.0
53.07081000,-4.07868000,1007.0
53.07084000,-4.07874000,1007.0
53.07087000,-4.07888000,1007.0
53.07092000,-4.07898000,1004.0
53.07103000,-4.07906000,1002.0
53.07118000,-4.07917000,998.0
53.07127000,-4.07922000,995.0
53.07136000,-4.07925000,992.0
53.07141000,-4.07930000,991.0
53.07146000,-4.07934000,990.0
53.07152000,-4.07937000,989.0
53.07155000,-4.07941000,989.0
53.07162000,-4.07945000,987.0
53.07168000,-4.07947000,985.0
53.07172000,-4.07950000,984.0
53.07176000,-4.07956000,982.0
53.07179000,-4.07959000,981.0
53.07186000,-4.07962000,980.0
53.07196000,-4.07965000,978.0
53.07212000,-4.07971000,978.0
53.07216000,-4.07970000,978.0
53.07222000,-4.07968000,977.0
53.07226000,-4.07969000,977.0
53.07236000,-4.07971000,975.0
53.07250000,-4.07970000,973.0
53.07268000,-4.07964000,974.0
53.07269000,-4.07956000,974.0
53.07271000,-4.07945000,973.0
53.07277000,-4.07929000,969.0
53.07309000,-4.07882000,967.0
53.07324000,-4.07852000,964.0
53.07332000,-4.07827000,962.0
53.07335000,-4.07822000,962.0
53.07338000,-4.07816000,962.0
53.07341000,-4.07810000,962.0
53.07342000,-4.07802000,960.0
53.07342000,-4.07794000,958.0
53.07342000,-4.07786000,955.0
53.07342000,-4.07783000,954.0
53.07343000,-4.07783000,955.0
53.07346000,-4.07767000,952.0
53.07351000,-4.07735000,947.0
53.07351000,-4.07723000,944.0
53.07342000,-4.07682000,931.0
53.07342000,-4.07661000,928.0
53.07338000,-4.07640000,924.0
53.07336000,-4.07638000,923.0
53.07334000,-4.07638000,921.0
53.07333000,-4.07645000,921.0
53.07328000,-4.07666000,918.0
53.07319000,-4.07702000,920.0
53.07314000,-4.07710000,918.0
53.07303000,-4.07720000,913.0
53.07290000,-4.07725000,907.0
53.07289000,-4.07713000,904.0
53.07285000,-4.07689000,897.0
53.07284000,-4.07662000,891.0
53.07282000,-4.07649000,889.0
53.07272000,-4.07608000,878.0
53.07267000,-4.07597000,873.0
53.07265000,-4.07588000,870.0
53.07261000,-4.07585000,866.0
53.07257000,-4.07591000,864.0
53.07254000,-4.07591000,862.0
53.07252000,-4.07586000,859.0
53.07253000,-4.07575000,857.0
53.07250000,-4.07545000,849.0
53.07253000,-4.07518000,849.0
53.07253000,-4.07505000,848.0
53.07250000,-4.07479000,842.0
53.07250000,-4.07440000,837.0
53.07250000,-4.07429000,834.0
53.07250000,-4.07421000,832.0
53.07250000,-4.07413000,830.0
53.07253000,-4.07407000,831.0
53.07257000,-4.07401000,831.0
53.07260000,-4.07395000,832.0
53.07262000,-4.07389000,831.0
53.07264000,-4.07385000,831.0
53.07267000,-4.07375000,831.0
53.07267000,-4.07367000,829.0
53.07265000,-4.07359000,825.0
53.07263000,-4.07352000,822.0
53.07261000,-4.07345000,819.0
53.07258000,-4.07339000,816.0
53.07254000,-4.07333000,812.0
53.07253000,-4.07325000,810.0
53.07255000,-4.07318000,810.0
53.07255000,-4.07311000,809.0
53.07255000,-4.07303000,808.0
53.07255000,-4.07272000,802.0
53.07257000,-4.07248000,797.0
53.07258000,-4.07239000,795.0
53.07260000,-4.07231000,794.0
53.07263000,-4.07224000,793.0
53.07267000,-4.07219000,794.0
53.07270000,-4.07215000,794.0
53.07272000,-4.07208000,793.0
53.07273000,-4.07203000,792.0
53.07274000,-4.07204000,792.0
53.07276000,-4.07191000,790.0
53.07276000,-4.07162000,782.0
53.07270000,-4.07137000,774.0
53.07269000,-4.07132000,772.0
53.07267000,-4.07125000,770.0
53.07266000,-4.07117000,767.0
53.07266000,-4.07109000,766.0
53.07268000,-4.07102000,765.0
53.07271000,-4.07096000,766.0
53.07273000,-4.07093000,766.0
53.07281000,-4.07071000,766.0
53.07283000,-4.07055000,764.0
53.07277000,-4.07044000,756.0
53.07274000,-4.07039000,752.0
53.07269000,-4.07033000,746.0
53.07270000,-4.07021000,742.0
53.07271000,-4.07018000,741.0
53.07270000,-4.07011000,738.0
53.07268000,-4.07006000,734.0
53.07268000,-4.06999000,732.0
53.07268000,-4.06990000,729.0
53.07269000,-4.06982000,728.0
53.07271000,-4.06976000,727.0
53.07275000,-4.06971000,729.0
53.07274000,-4.06962000,726.0
53.07272000,-4.06956000,723.0
53.07270000,-4.06949000,720.0
53.07268000,-4.06944000,718.0
53.07264000,-4.06946000,716.0
53.07264000,-4.06939000,714.0
53.07263000,-4.06939000,714.0
53.07263000,-4.06931000,712.0
53.07264000,-4.06923000,711.0
53.07264000,-4.06916000,710.0
53.07263000,-4.06910000,708.0
53.07264000,-4.06893000,705.0
53.07263000,-4.06878000,701.0
53.07261000,-4.06864000,698.0
53.07259000,-4.06854000,696.0
53.07258000,-4.06845000,694.0
53.07259000,-4.06838000,693.0
53.07259000,-4.06833000,692.0
53.07256000,-4.06826000,690.0
53.07253000,-4.06821000,687.0
53.07251000,-4.06813000,685.0
53.07251000,-4.06805000,684.0
53.07251000,-4.06797000,683.0
53.07250000,-4.06791000,681.0
53.07247000,-4.06781000,678.0
53.07244000,-4.06776000,676.0
53.07242000,-4.06769000,673.0
53.07240000,-4.06760000,670.0
53.07240000,-4.06755000,669.0
53.07243000,-4.06751000,670.0
53.07246000,-4.06748000,671.0
53.07251000,-4.06746000,673.0
53.07255000,-4.06744000,675.0
53.07259000,-4.06741000,676.0
53.07263000,-4.06737000,677.0
53.07260000,-4.06731000,674.0
53.07259000,-4.06724000,671.0
53.07255000,-4.06719000,668.0
53.07251000,-4.06715000,665.0
53.07249000,-4.06711000,663.0
53.07243000,-4.06705000,659.0
53.07241000,-4.06704000,658.0
53.07238000,-4.06703000,656.0
53.07236000,-4.06697000,654.0
53.07234000,-4.06689000,651.0
53.07229000,-4.06686000,648.0
53.07226000,-4.06681000,646.0
53.07224000,-4.06674000,644.0
53.07223000,-4.06666000,642.0
53.07225000,-4.06660000,642.0
53.07226000,-4.06652000,641.0
53.07228000,-4.06645000,641.0
53.07231000,-4.06642000,641.0
