Latitude,Longitude,Elevation
53.07226000,-4.06638000,639.0
53.07228000,-4.06631000,639.0
53.07228000,-4.06628000,638.0
53.07225000,-4.06627000,637.0
53.07222000,-4.06621000,635.0
53.07225000,-4.06615000,635.0
53.07228000,-4.06609000,635.0
53.07227000,-4.06602000,634.0
53.07227000,-4.06601000,634.0
53.07225000,-4.06596000,632.0
53.07223000,-4.06588000,630.0
53.07225000,-4.06581000,629.0
53.07228000,-4.06576000,629.0
53.07228000,-4.06566000,627.0
53.07229000,-4.06559000,626.0
53.07229000,-4.06555000,625.0
53.07226000,-4.06551000,623.0
53.07222000,-4.06550000,621.0
53.07217000,-4.06547000,619.0
53.07214000,-4.06541000,616.0
53.07211000,-4.06533000,614.0
53.07211000,-4.06531000,614.0
53.07210000,-4.06522000,612.0
53.07212000,-4.06514000,612.0
53.07213000,-4.06506000,611.0
53.07215000,-4.06497000,610.0
53.07216000,-4.06490000,610.0
53.07218000,-4.06483000,611.0
53.07219000,-4.06475000,611.0
53.07219000,-4.06473000,611.0
53.07219000,-4.06454000,610.0
53.07220000,-4.06440000,610.0
53.07219000,-4.06432000,611.0
53.07213000,-4.06419000,611.0
53.07204000,-4.06410000,610.0
53.07195000,-4.06406000,609.0
53.07191000,-4.06405000,609.0
53.07183000,-4.06404000,609.0
53.07171000,-4.06412000,609.0
53.07162000,-4.06419000,608.0
53.07156000,-4.06420000,607.0
53.07149000,-4.06423000,607.0
53.07140000,-4.06423000,606.0
53.07134000,-4.06417000,606.0
53.07129000,-4.06408000,606.0
53.07122000,-4.06380000,607.0
53.07117000,-4.06362000,607.0
53.07104000,-4.06333000,607.0
53.07088000,-4.06297000,607.0
53.07084000,-4.06288000,607.0
53.07081000,-4.06277000,607.0
53.07079000,-4.06266000,607.0
53.07077000,-4.06250000,608.0
53.07073000,-4.06234000,607.0
53.07068000,-4.06220000,607.0
53.07066000,-4.06217000,606.0
53.07061000,-4.06206000,605.0
53.07058000,-4.06198000,604.0
53.07056000,-4.06186000,603.0
53.07057000,-4.06170000,603.0
53.07062000,-4.06150000,603.0
53.07065000,-4.06135000,603.0
53.07066000,-4.06114000,601.0
53.07062000,-4.06083000,596.0
53.07067000,-4.06039000,589.0
53.07080000,-4.05980000,580.0
53.07081000,-4.05980000,580.0
53.07084000,-4.05967000,577.0
53.07117000,-4.05861000,575.0
53.07131000,-4.05816000,578.0
53.07132000,-4.05807000,578.0
53.07129000,-4.05795000,575.0
53.07116000,-4.05764000,566.0
53.07096000,-4.05712000,556.0
53.07094000,-4.05706000,555.0
53.07071000,-4.05654000,549.0
53.07060000,-4.05633000,547.0
53.07045000,-4.05611000,541.0
53.07028000,-4.05598000,531.0
53.07021000,-4.05580000,532.0
53.07009000,-4.05566000,530.0
53.07004000,-4.05564000,528.0
53.07000000,-4.05560000,527.0
53.06996000,-4.05557000,525.0
53.06990000,-4.05558000,522.0
53.06985000,-4.05558000,520.0
53.06981000,-4.05556000,518.0
53.06976000,-4.05555000,516.0
53.06973000,-4.05549000,516.0
53.06971000,-4.05542000,516.0
53.06970000,-4.05538000,516.0
53.06966000,-4.05524000,516.0
53.06954000,-4.05509000,512.0
53.06945000,-4.05491000,509.0
53.06926000,-4.05418000,504.0
53.06915000,-4.05384000,500.0
53.06912000,-4.05344000,496.0
53.06904000,-4.05310000,489.0
53.06900000,-4.05253000,481.0
53.06903000,-4.05202000,477.0
53.06905000,-4.05190000,476.0
53.06906000,-4.05130000,466.0
53.06910000,-4.05101000,464.0
53.06910000,-4.05054000,460.0
53.06912000,-4.05028000,459.0
53.06908000,-4.04897000,444.0
53.06908000,-4.04895000,444.0
53.06914000,-4.04883000,445.0
53.06923000,-4.04878000,446.0
53.06933000,-4.04868000,447.0
53.06939000,-4.04858000,446.0
53.06946000,-4.04842000,445.0
53.06952000,-4.04831000,444.0
53.06973000,-4.04814000,445.0
53.06989000,-4.04796000,444.0
53.07003000,-4.04779000,442.0
53.07015000,-4.04773000,440.0
53.07028000,-4.04769000,439.0
53.07050000,-4.04761000,439.0
53.07060000,-4.04752000,439.0
53.07074000,-4.04727000,439.0
53.07081000,-4.04711000,440.0
53.07094000,-4.04682000,442.0
53.07107000,-4.04661000,444.0
53.07110000,-4.04653000,444.0
53.07113000,-4.04637000,445.0
53.07114000,-4.04579000,445.0
53.07120000,-4.04523000,444.0
53.07123000,-4.04491000,442.0
53.07129000,-4.04458000,442.0
53.07131000,-4.04435000,441.0
53.07132000,-4.04417000,442.0
53.07130000,-4.04402000,441.0
53.07127000,-4.04389000,440.0
53.07128000,-4.04376000,440.0
53.07130000,-4.04360000,440.0
53.07135000,-4.04341000,440.0
53.07155000,-4.04294000,437.0
53.07161000,-4.04293000,436.0
53.07166000,-4.04303000,436.0
53.07169000,-4.04320000,438.0
53.07174000,-4.04342000,441.0
53.07186000,-4.04371000,442.0
53.07191000,-4.04380000,442.0
53.07199000,-4.04386000,442.0
53.07209000,-4.04387000,441.0
53.07230000,-4.04384000,441.0
53.07238000,-4.04384000,442.0
53.07245000,-4.04387000,444.0
53.07260000,-4.04387000,446.0
53.07266000,-4.04385000,446.0
53.07271000,-4.04382000,447.0
53.07283000,-4.04367000,447.0
53.07307000,-4.04343000,445.0
53.07321000,-4.04330000,443.0
53.07329000,-4.04313000,442.0
53.07335000,-4.04292000,441.0
53.07336000,-4.04271000,439.0
53.07340000,-4.04257000,439.0
53.07354000,-4.04238000,437.0
53.07358000,-4.04226000,435.0
53.07356000,-4.04204000,434.0
53.07352000,-4.04182000,434.0
53.07349000,-4.04173000,433.0
53.07345000,-4.04166000,433.0
53.07310000,-4.04132000,433.0
53.07299000,-4.04122000,433.0
53.07282000,-4.04106000,433.0
53.07278000,-4.04101000,433.0
53.07274000,-4.04092000,434.0
53.07269000,-4.04074000,434.0
53.07264000,-4.04055000,435.0
53.07210000,-4.03993000,437.0
53.07169000,-4.03952000,437.0
53.07164000,-4.03950000,437.0
53.07144000,-4.03942000,439.0
53.07132000,-4.03942000,438.0
53.07117000,-4.03941000,437.0
53.07090000,-4.03942000,437.0
53.07086000,-4.03939000,437.0
53.07082000,-4.03934000,437.0
53.07078000,-4.03929000,438.0
53.07074000,-4.03926000,438.0
53.07073000,-4.03927000,438.0
53.07072000,-4.03925000,438.0
53.07067000,-4.03912000,439.0
53.07064000,-4.03890000,441.0
53.07067000,-4.03855000,442.0
53.07065000,-4.03821000,442.0
53.07065000,-4.03802000,442.0
53.07060000,-4.03768000,440.0
53.07060000,-4.03765000,440.0
53.07059000,-4.03759000,439.0
53.07058000,-4.03745000,438.0
53.07057000,-4.03731000,437.0
53.07056000,-4.03720000,437.0
53.07055000,-4.03711000,436.0
53.07054000,-4.03701000,435.0
53.07052000,-4.03691000,435.0
53.07051000,-4.03683000,434.0
53.07051000,-4.03673000,434.0
53.07050000,-4.03662000,433.0
53.07051000,-4.03646000,432.0
53.07051000,-4.03638000,431.0
53.07052000,-4.03628000,430.0
53.07054000,-4.03616000,430.0
53.07058000,-4.03591000,426.0
53.07060000,-4.03584000,426.0
53.07063000,-4.03575000,425.0
53.07069000,-4.03561000,424.0
53.07071000,-4.03556000,424.0
53.07075000,-4.03550000,425.0
53.07085000,-4.03537000,426.0
53.07088000,-4.03532000,426.0
53.07093000,-4.03527000,426.0
53.07096000,-4.03523000,426.0
53.07098000,-4.03518000,426.0
53.07102000,-4.03509000,425.0
53.07106000,-4.03501000,424.0
53.07111000,-4.03490000,423.0
53.07115000,-4.03483000,422.0
53.07118000,-4.03478000,421.0
53.07123000,-4.03473000,421.0
53.07127000,-4.03469000,421.0
53.07131000,-4.03467000,421.0
53.07134000,-4.03466000,422.0
53.07137000,-4.03466000,422.0
53.07142000,-4.03466000,423.0
53.07148000,-4.03467000,425.0
53.07150000,-4.03467000,425.0
53.07157000,-4.03469000,427.0
53.07163000,-4.03470000,428.0
53.07168000,-4.03470000,429.0
53.07174000,-4.03469000,430.0
53.07181000,-4.03467000,430.0
53.07187000,-4.03465000,431.0
53.07190000,-4.03464000,431.0
53.07192000,-4.03462000,430.0
53.07196000,-4.03459000,430.0
53.07200000,-4.03452000,429.0
53.07203000,-4.03447000,428.0
53.07206000,-4.03440000,428.0
53.07208000,-4.03434000,427.0
53.07209000,-4.03426000,426.0
53.07212000,-4.03410000,423.0
53.07213000,-4.03399000,421.0
53.07214000,-4.03390000,419.0
53.07215000,-4.03385000,418.0
53.07217000,-4.03378000,418.0
53.07218000,-4.03374000,417.0
53.07221000,-4.03368000,417.0
53.07224000,-4.03362000,416.0
53.07229000,-4.03355000,417.0
53.07232000,-4.03347000,417.0
53.07235000,-4.03341000,416.0
53.07237000,-4.03333000,415.0
53.07239000,-4.03325000,415.0
53.07242000,-4.03313000,414.0
53.07244000,-4.03308000,414.0
53.07249000,-4.03297000,414.0
53.07254000,-4.03287000,414.0
53.07258000,-4.03279000,414.0
53.07260000,-4.03272000,414.0
53.07263000,-4.03260000,414.0
53.07267000,-4.03249000,414.0
53.07270000,-4.03240000,413.0
53.07271000,-4.03236000,413.0
53.07275000,-4.03229000,414.0
53.07278000,-4.03222000,414.0
53.07282000,-4.03211000,413.0
53.07286000,-4.03200000,413.0
53.07290000,-4.03189000,412.0
53.07293000,-4.03179000,411.0
53.07296000,-4.03171000,411.0
53.07301000,-4.03161000,411.0
53.07309000,-4.03144000,411.0
53.07314000,-4.03130000,411.0
53.07318000,-4.03122000,411.0
53.07321000,-4.03115000,411.0
53.07325000,-4.03108000,411.0
53.07327000,-4.03102000,411.0
53.07331000,-4.03092000,410.0
53.07338000,-4.03073000,410.0
53.07342000,-4.03063000,409.0
53.07347000,-4.03048000,409.0
53.07351000,-4.03038000,409.0
53.07354000,-4.03024000,408.0
53.07358000,-4.03012000,407.0
53.07362000,-4.03000000,406.0
53.07364000,-4.02992000,406.0
53.07365000,-4.02983000,405.0
53.07369000,-4.02964000,404.0
53.07371000,-4.02954000,404.0
53.07374000,-4.02944000,404.0
53.07377000,-4.02934000,405.0
53.07380000,-4.02926000,407.0
53.07381000,-4.02922000,407.0
53.07382000,-4.02917000,407.0
53.07382000,-4.02914000,407.0
53.07382000,-4.02904000,407.0
53.07370000,-4.02844000,407.0
53.07362000,-4.02822000,407.0
53.07348000,-4.02799000,405.0
53.07334000,-4.02779000,404.0
53.07332000,-4.02772000,404.0
53.07329000,-4.02765000,404.0
53.07326000,-4.02759000,403.0
53.07323000,-4.02752000,403.0
53.07321000,-4.02746000,403.0
53.07318000,-4.02738000,403.0
53.07316000,-4.02731000,403.0
53.07315000,-4.02724000,403.0
53.07313000,-4.02717000,403.0
53.07313000,-4.02715000,404.0
53.07309000,-4.02698000,404.0
53.07308000,-4.02690000,404.0
53.07307000,-4.02682000,404.0
53.07304000,-4.02675000,404.0
53.07303000,-4.02667000,404.0
53.07301000,-4.02660000,404.0
53.07300000,-4.02654000,404.0
53.07299000,-4.02654000,403.0
53.07298000,-4.02646000,403.0
53.07297000,-4.02633000,403.0
53.07296000,-4.02622000,403.0
53.07296000,-4.02612000,403.0
53.07296000,-4.02600000,403.0
53.07296000,-4.02593000,403.0
53.07298000,-4.02585000,404.0
53.07300000,-4.02574000,405.0
53.07303000,-4.02560000,405.0
53.07306000,-4.02550000,406.0
53.07309000,-4.02543000,406.0
53.07313000,-4.02535000,407.0
53.07318000,-4.02524000,408.0
53.07322000,-4.02515000,408.0
53.07329000,-4.02491000,408.0
53.07335000,-4.02470000,409.0
53.07338000,-4.02459000,409.0
53.07341000,-4.02446000,409.0
53.07342000,-4.02439000,409.0
53.07343000,-4.02421000,408.0
53.07344000,-4.02405000,407.0
53.07344000,-4.02393000,407.0
53.07344000,-4.02386000,406.0
53.07343000,-4.02374000,406.0
53.07341000,-4.02362000,406.0
53.07340000,-4.02353000,406.0
53.07340000,-4.02303000,406.0
53.07344000,-4.02261000,407.0
53.07348000,-4.02236000,407.0
53.07358000,-4.02214000,409.0
53.07371000,-4.02181000,408.0
53.07385000,-4.02165000,406.0
53.07410000,-4.02156000,404.0
53.07442000,-4.02145000,403.0
53.07489000,-4.02123000,398.0
53.07512000,-4.02106000,396.0
53.07521000,-4.02088000,394.0
53.07525000,-4.02085000,394.0
53.07529000,-4.02081000,393.0
53.07534000,-4.02080000,393.0
53.07540000,-4.02080000,393.0
53.07546000,-4.02081000,394.0
53.07551000,-4.02082000,394.0
53.07556000,-4.02084000,395.0
53.07560000,-4.02087000,395.0
53.07565000,-4.02090000,395.0
53.07569000,-4.02092000,394.0
53.07573000,-4.02095000,395.0
53.07578000,-4.02099000,395.0
53.07582000,-4.02099000,394.0
53.07584000,-4.02100000,394.0
53.07612000,-4.02100000,393.0
53.07617000,-4.02104000,393.0
53.07622000,-4.02107000,393.0
53.07626000,-4.02109000,393.0
53.07631000,-4.02111000,393.0
53.07634000,-4.02118000,394.0
53.07637000,-4.02124000,394.0
53.07640000,-4.02130000,395.0
53.07644000,-4.02137000,396.0
53.07647000,-4.02143000,396.0
53.07651000,-4.02149000,396.0
53.07654000,-4.02152000,396.0
53.07664000,-4.02160000,395.0
53.07691000,-4.02176000,396.0
53.07705000,-4.02183000,397.0
53.07718000,-4.02174000,394.0
53.07742000,-4.02148000,388.0
53.07761000,-4.02113000,382.0
53.07783000,-4.02095000,380.0
53.07808000,-4.02087000,377.0
53.07823000,-4.02084000,375.0
53.07832000,-4.02083000,375.0
53.07858000,-4.02088000,372.0
53.07947000,-4.02109000,369.0
53.07993000,-4.02098000,363.0
53.08004000,-4.02096000,362.0
53.08012000,-4.02093000,362.0
53.08014000,-4.02092000,362.0
53.08029000,-4.02084000,363.0
53.08033000,-4.02082000,363.0
53.08038000,-4.02080000,363.0
53.08043000,-4.02077000,364.0
53.08048000,-4.02078000,364.0
53.08052000,-4.02080000,365.0
53.08055000,-4.02080000,365.0
53.08057000,-4.02084000,366.0
53.08060000,-4.02090000,366.0
53.08060000,-4.02093000,366.0
53.08060000,-4.02094000,366.0
