Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,Food Balances (2010-),384,Côte d'Ivoire,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,50,I,Imputed value
FBS,Food Balances (2010-),384,Côte d'Ivoire,5142,Food,S2535,Yams,2021,2021,1000 t,5000,I,Imputed value
FBS,Food Balances (2010-),191,Croatia,5142,Food,S2511,Wheat,2021,2021,1000 t,419,I,Imputed value
FBS,Food Balances (2010-),191,Croatia,5142,Food,S2807,Rice,2021,2021,1000 t,20,I,Imputed value
FBS,Food Balances (2010-),191,Croatia,5142,Food,S2513,Barley,2021,2021,1000 t,3,I,Imputed value
FBS,Food Balances (2010-),191,Croatia,5142,Food,S2514,Maize,2021,2021,1000 t,36,I,Imputed value
FBS,Food Balances (2010-),191,Croatia,5142,Food,S2515,Rye,2021,2021,1000 t,3,I,Imputed value
FBS,Food Balances (2010-),191,Croatia,5142,Food,S2516,Oats,2021,2021,1000 t,2,I,Imputed value
FBS,Food Balances (2010-),191,Croatia,5142,Food,S2520,Cereals,2021,2021,1000 t,4,I,Imputed value
FBS,Food Balances (2010-),191,Croatia,5142,Food,S2531,Potatoes,2021,2021,1000 t,155,I,Imputed value
FBS,Food Balances (2010-),191,Croatia,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),192,Cuba,5142,Food,S2511,Wheat,2021,2021,1000 t,619,I,Imputed value
FBS,Food Balances (2010-),192,Cuba,5142,Food,S2807,Rice,2021,2021,1000 t,1764,I,Imputed value
FBS,Food Balances (2010-),192,Cuba,5142,Food,S2513,Barley,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),192,Cuba,5142,Food,S2514,Maize,2021,2021,1000 t,343,I,Imputed value
FBS,Food Balances (2010-),192,Cuba,5142,Food,S2515,Rye,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),192,Cuba,5142,Food,S2516,Oats,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),192,Cuba,5142,Food,S2520,Cereals,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),192,Cuba,5142,Food,S2532,Cassava,2021,2021,1000 t,389,I,Imputed value
FBS,Food Balances (2010-),192,Cuba,5142,Food,S2531,Potatoes,2021,2021,1000 t,75,I,Imputed value
FBS,Food Balances (2010-),192,Cuba,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,189,I,Imputed value
FBS,Food Balances (2010-),192,Cuba,5142,Food,S2535,Yams,2021,2021,1000 t,14,I,Imputed value
FBS,Food Balances (2010-),196,Cyprus,5142,Food,S2511,Wheat,2021,2021,1000 t,161,I,Imputed value
FBS,Food Balances (2010-),196,Cyprus,5142,Food,S2807,Rice,2021,2021,1000 t,10,I,Imputed value
FBS,Food Balances (2010-),196,Cyprus,5142,Food,S2513,Barley,2021,2021,1000 t,8,I,Imputed value
FBS,Food Balances (2010-),196,Cyprus,5142,Food,S2514,Maize,2021,2021,1000 t,11,I,Imputed value
FBS,Food Balances (2010-),196,Cyprus,5142,Food,S2515,Rye,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),196,Cyprus,5142,Food,S2516,Oats,2021,2021,1000 t,1,I,Imputed value
FBS,Food Balances (2010-),196,Cyprus,5142,Food,S2520,Cereals,2021,2021,1000 t,8,I,Imputed value
FBS,Food Balances (2010-),196,Cyprus,5142,Food,S2532,Cassava,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),196,Cyprus,5142,Food,S2531,Potatoes,2021,2021,1000 t,30,I,Imputed value
FBS,Food Balances (2010-),196,Cyprus,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),196,Cyprus,5142,Food,S2535,Yams,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),203,Czechia,5142,Food,S2511,Wheat,2021,2021,1000 t,875,I,Imputed value
FBS,Food Balances (2010-),203,Czechia,5142,Food,S2807,Rice,2021,2021,1000 t,66,I,Imputed value
FBS,Food Balances (2010-),203,Czechia,5142,Food,S2513,Barley,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),203,Czechia,5142,Food,S2515,Rye,2021,2021,1000 t,83,I,Imputed value
FBS,Food Balances (2010-),203,Czechia,5142,Food,S2516,Oats,2021,2021,1000 t,4,I,Imputed value
FBS,Food Balances (2010-),203,Czechia,5142,Food,S2520,Cereals,2021,2021,1000 t,2,I,Imputed value
FBS,Food Balances (2010-),203,Czechia,5142,Food,S2531,Potatoes,2021,2021,1000 t,656,I,Imputed value
FBS,Food Balances (2010-),203,Czechia,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),408,Democratic People's Republic of Korea,5142,Food,S2511,Wheat,2021,2021,1000 t,98,I,Imputed value
FBS,Food Balances (2010-),408,Democratic People's Republic of Korea,5142,Food,S2807,Rice,2021,2021,1000 t,2328,I,Imputed value
FBS,Food Balances (2010-),408,Democratic People's Republic of Korea,5142,Food,S2513,Barley,2021,2021,1000 t,20,I,Imputed value
FBS,Food Balances (2010-),408,Democratic People's Republic of Korea,5142,Food,S2514,Maize,2021,2021,1000 t,1882,I,Imputed value
FBS,Food Balances (2010-),408,Democratic People's Republic of Korea,5142,Food,S2515,Rye,2021,2021,1000 t,60,I,Imputed value
FBS,Food Balances (2010-),408,Democratic People's Republic of Korea,5142,Food,S2516,Oats,2021,2021,1000 t,10,I,Imputed value
FBS,Food Balances (2010-),408,Democratic People's Republic of Korea,5142,Food,S2517,Millet,2021,2021,1000 t,70,I,Imputed value
FBS,Food Balances (2010-),408,Democratic People's Republic of Korea,5142,Food,S2518,Sorghum,2021,2021,1000 t,32,I,Imputed value
FBS,Food Balances (2010-),408,Democratic People's Republic of Korea,5142,Food,S2532,Cassava,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),408,Democratic People's Republic of Korea,5142,Food,S2531,Potatoes,2021,2021,1000 t,510,I,Imputed value
FBS,Food Balances (2010-),408,Democratic People's Republic of Korea,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,550,I,Imputed value
FBS,Food Balances (2010-),180,Democratic Republic of the Congo,5142,Food,S2511,Wheat,2021,2021,1000 t,477,I,Imputed value
FBS,Food Balances (2010-),180,Democratic Republic of the Congo,5142,Food,S2807,Rice,2021,2021,1000 t,1531,I,Imputed value
FBS,Food Balances (2010-),180,Democratic Republic of the Congo,5142,Food,S2513,Barley,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),180,Democratic Republic of the Congo,5142,Food,S2514,Maize,2021,2021,1000 t,1826,I,Imputed value
FBS,Food Balances (2010-),180,Democratic Republic of the Congo,5142,Food,S2515,Rye,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),180,Democratic Republic of the Congo,5142,Food,S2516,Oats,2021,2021,1000 t,2,I,Imputed value
FBS,Food Balances (2010-),180,Democratic Republic of the Congo,5142,Food,S2517,Millet,2021,2021,1000 t,27,I,Imputed value
FBS,Food Balances (2010-),180,Democratic Republic of the Congo,5142,Food,S2518,Sorghum,2021,2021,1000 t,8,I,Imputed value
FBS,Food Balances (2010-),180,Democratic Republic of the Congo,5142,Food,S2520,Cereals,2021,2021,1000 t,2,I,Imputed value
FBS,Food Balances (2010-),180,Democratic Republic of the Congo,5142,Food,S2532,Cassava,2021,2021,1000 t,39225,I,Imputed value
FBS,Food Balances (2010-),180,Democratic Republic of the Congo,5142,Food,S2531,Potatoes,2021,2021,1000 t,93,I,Imputed value
FBS,Food Balances (2010-),180,Democratic Republic of the Congo,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,535,I,Imputed value
FBS,Food Balances (2010-),180,Democratic Republic of the Congo,5142,Food,S2535,Yams,2021,2021,1000 t,98,I,Imputed value
FBS,Food Balances (2010-),208,Denmark,5142,Food,S2511,Wheat,2021,2021,1000 t,488,I,Imputed value
FBS,Food Balances (2010-),208,Denmark,5142,Food,S2807,Rice,2021,2021,1000 t,60,I,Imputed value
FBS,Food Balances (2010-),208,Denmark,5142,Food,S2513,Barley,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),208,Denmark,5142,Food,S2514,Maize,2021,2021,1000 t,21,I,Imputed value
FBS,Food Balances (2010-),208,Denmark,5142,Food,S2515,Rye,2021,2021,1000 t,74,I,Imputed value
FBS,Food Balances (2010-),208,Denmark,5142,Food,S2516,Oats,2021,2021,1000 t,40,I,Imputed value
FBS,Food Balances (2010-),208,Denmark,5142,Food,S2520,Cereals,2021,2021,1000 t,1,I,Imputed value
FBS,Food Balances (2010-),208,Denmark,5142,Food,S2531,Potatoes,2021,2021,1000 t,407,I,Imputed value
FBS,Food Balances (2010-),208,Denmark,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),208,Denmark,5142,Food,S2535,Yams,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),262,Djibouti,5142,Food,S2511,Wheat,2021,2021,1000 t,128,I,Imputed value
FBS,Food Balances (2010-),262,Djibouti,5142,Food,S2807,Rice,2021,2021,1000 t,92,I,Imputed value
FBS,Food Balances (2010-),262,Djibouti,5142,Food,S2513,Barley,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),262,Djibouti,5142,Food,S2514,Maize,2021,2021,1000 t,1,I,Imputed value
FBS,Food Balances (2010-),262,Djibouti,5142,Food,S2515,Rye,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),262,Djibouti,5142,Food,S2516,Oats,2021,2021,1000 t,1,I,Imputed value
FBS,Food Balances (2010-),262,Djibouti,5142,Food,S2517,Millet,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),262,Djibouti,5142,Food,S2518,Sorghum,2021,2021,1000 t,1,I,Imputed value
FBS,Food Balances (2010-),262,Djibouti,5142,Food,S2520,Cereals,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),262,Djibouti,5142,Food,S2532,Cassava,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),262,Djibouti,5142,Food,S2531,Potatoes,2021,2021,1000 t,18,I,Imputed value
FBS,Food Balances (2010-),262,Djibouti,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),262,Djibouti,5142,Food,S2535,Yams,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),212,Dominica,5142,Food,S2511,Wheat,2021,2021,1000 t,5,I,Imputed value
FBS,Food Balances (2010-),212,Dominica,5142,Food,S2807,Rice,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),212,Dominica,5142,Food,S2513,Barley,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),212,Dominica,5142,Food,S2514,Maize,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),212,Dominica,5142,Food,S2515,Rye,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),212,Dominica,5142,Food,S2516,Oats,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),212,Dominica,5142,Food,S2517,Millet,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),212,Dominica,5142,Food,S2520,Cereals,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),212,Dominica,5142,Food,S2532,Cassava,2021,2021,1000 t,1,I,Imputed value
FBS,Food Balances (2010-),212,Dominica,5142,Food,S2531,Potatoes,2021,2021,1000 t,1,I,Imputed value
FBS,Food Balances (2010-),212,Dominica,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,1,I,Imputed value
FBS,Food Balances (2010-),212,Dominica,5142,Food,S2535,Yams,2021,2021,1000 t,4,I,Imputed value
FBS,Food Balances (2010-),214,Dominican Republic,5142,Food,S2511,Wheat,2021,2021,1000 t,514,I,Imputed value
FBS,Food Balances (2010-),214,Dominican Republic,5142,Food,S2807,Rice,2021,2021,1000 t,852,I,Imputed value
FBS,Food Balances (2010-),214,Dominican Republic,5142,Food,S2513,Barley,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),214,Dominican Republic,5142,Food,S2514,Maize,2021,2021,1000 t,20,I,Imputed value
FBS,Food Balances (2010-),214,Dominican Republic,5142,Food,S2516,Oats,2021,2021,1000 t,15,I,Imputed value
FBS,Food Balances (2010-),214,Dominican Republic,5142,Food,S2517,Millet,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),214,Dominican Republic,5142,Food,S2520,Cereals,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),214,Dominican Republic,5142,Food,S2532,Cassava,2021,2021,1000 t,147,I,Imputed value
FBS,Food Balances (2010-),214,Dominican Republic,5142,Food,S2531,Potatoes,2021,2021,1000 t,166,I,Imputed value
FBS,Food Balances (2010-),214,Dominican Republic,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,44,I,Imputed value
FBS,Food Balances (2010-),214,Dominican Republic,5142,Food,S2535,Yams,2021,2021,1000 t,27,I,Imputed value
FBS,Food Balances (2010-),218,Ecuador,5142,Food,S2511,Wheat,2021,2021,1000 t,878,I,Imputed value
FBS,Food Balances (2010-),218,Ecuador,5142,Food,S2807,Rice,2021,2021,1000 t,1052,I,Imputed value
FBS,Food Balances (2010-),218,Ecuador,5142,Food,S2513,Barley,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),218,Ecuador,5142,Food,S2514,Maize,2021,2021,1000 t,854,I,Imputed value
FBS,Food Balances (2010-),218,Ecuador,5142,Food,S2515,Rye,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),218,Ecuador,5142,Food,S2516,Oats,2021,2021,1000 t,55,I,Imputed value
FBS,Food Balances (2010-),218,Ecuador,5142,Food,S2520,Cereals,2021,2021,1000 t,4,I,Imputed value
FBS,Food Balances (2010-),218,Ecuador,5142,Food,S2532,Cassava,2021,2021,1000 t,89,I,Imputed value
FBS,Food Balances (2010-),218,Ecuador,5142,Food,S2531,Potatoes,2021,2021,1000 t,256,I,Imputed value
FBS,Food Balances (2010-),218,Ecuador,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,5,I,Imputed value
FBS,Food Balances (2010-),818,Egypt,5142,Food,S2511,Wheat,2021,2021,1000 t,14687,I,Imputed value
FBS,Food Balances (2010-),818,Egypt,5142,Food,S2807,Rice,2021,2021,1000 t,5171,I,Imputed value
FBS,Food Balances (2010-),818,Egypt,5142,Food,S2513,Barley,2021,2021,1000 t,4,I,Imputed value
FBS,Food Balances (2010-),818,Egypt,5142,Food,S2514,Maize,2021,2021,1000 t,6235,I,Imputed value
FBS,Food Balances (2010-),818,Egypt,5142,Food,S2515,Rye,2021,2021,1000 t,1,I,Imputed value
FBS,Food Balances (2010-),818,Egypt,5142,Food,S2516,Oats,2021,2021,1000 t,2,I,Imputed value
FBS,Food Balances (2010-),818,Egypt,5142,Food,S2517,Millet,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),818,Egypt,5142,Food,S2518,Sorghum,2021,2021,1000 t,435,I,Imputed value
FBS,Food Balances (2010-),818,Egypt,5142,Food,S2520,Cereals,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),818,Egypt,5142,Food,S2532,Cassava,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),818,Egypt,5142,Food,S2531,Potatoes,2021,2021,1000 t,4193,I,Imputed value
FBS,Food Balances (2010-),818,Egypt,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,352,I,Imputed value
FBS,Food Balances (2010-),222,El Salvador,5142,Food,S2511,Wheat,2021,2021,1000 t,270,I,Imputed value
FBS,Food Balances (2010-),222,El Salvador,5142,Food,S2807,Rice,2021,2021,1000 t,95,I,Imputed value
FBS,Food Balances (2010-),222,El Salvador,5142,Food,S2513,Barley,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),222,El Salvador,5142,Food,S2514,Maize,2021,2021,1000 t,465,I,Imputed value
FBS,Food Balances (2010-),222,El Salvador,5142,Food,S2515,Rye,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),222,El Salvador,5142,Food,S2516,Oats,2021,2021,1000 t,5,I,Imputed value
FBS,Food Balances (2010-),222,El Salvador,5142,Food,S2518,Sorghum,2021,2021,1000 t,70,I,Imputed value
FBS,Food Balances (2010-),222,El Salvador,5142,Food,S2520,Cereals,2021,2021,1000 t,14,I,Imputed value
FBS,Food Balances (2010-),222,El Salvador,5142,Food,S2532,Cassava,2021,2021,1000 t,66,I,Imputed value
FBS,Food Balances (2010-),222,El Salvador,5142,Food,S2531,Potatoes,2021,2021,1000 t,103,I,Imputed value
FBS,Food Balances (2010-),222,El Salvador,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,1,I,Imputed value
FBS,Food Balances (2010-),233,Estonia,5142,Food,S2511,Wheat,2021,2021,1000 t,66,I,Imputed value
FBS,Food Balances (2010-),233,Estonia,5142,Food,S2807,Rice,2021,2021,1000 t,6,I,Imputed value
FBS,Food Balances (2010-),233,Estonia,5142,Food,S2513,Barley,2021,2021,1000 t,10,I,Imputed value
FBS,Food Balances (2010-),233,Estonia,5142,Food,S2514,Maize,2021,2021,1000 t,12,I,Imputed value
FBS,Food Balances (2010-),233,Estonia,5142,Food,S2515,Rye,2021,2021,1000 t,11,I,Imputed value
FBS,Food Balances (2010-),233,Estonia,5142,Food,S2516,Oats,2021,2021,1000 t,8,I,Imputed value
FBS,Food Balances (2010-),233,Estonia,5142,Food,S2520,Cereals,2021,2021,1000 t,2,I,Imputed value
FBS,Food Balances (2010-),233,Estonia,5142,Food,S2532,Cassava,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),233,Estonia,5142,Food,S2531,Potatoes,2021,2021,1000 t,80,I,Imputed value
FBS,Food Balances (2010-),233,Estonia,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),748,Eswatini,5142,Food,S2511,Wheat,2021,2021,1000 t,48,I,Imputed value
FBS,Food Balances (2010-),748,Eswatini,5142,Food,S2807,Rice,2021,2021,1000 t,46,I,Imputed value
FBS,Food Balances (2010-),748,Eswatini,5142,Food,S2513,Barley,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),748,Eswatini,5142,Food,S2514,Maize,2021,2021,1000 t,91,I,Imputed value
FBS,Food Balances (2010-),748,Eswatini,5142,Food,S2516,Oats,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),748,Eswatini,5142,Food,S2518,Sorghum,2021,2021,1000 t,3,I,Imputed value
FBS,Food Balances (2010-),748,Eswatini,5142,Food,S2520,Cereals,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),748,Eswatini,5142,Food,S2532,Cassava,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),748,Eswatini,5142,Food,S2531,Potatoes,2021,2021,1000 t,19,I,Imputed value
FBS,Food Balances (2010-),748,Eswatini,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,2,I,Imputed value
FBS,Food Balances (2010-),231,Ethiopia,5142,Food,S2511,Wheat,2021,2021,1000 t,4702,I,Imputed value
FBS,Food Balances (2010-),231,Ethiopia,5142,Food,S2807,Rice,2021,2021,1000 t,1404,I,Imputed value
FBS,Food Balances (2010-),231,Ethiopia,5142,Food,S2513,Barley,2021,2021,1000 t,1746,I,Imputed value
FBS,Food Balances (2010-),231,Ethiopia,5142,Food,S2514,Maize,2021,2021,1000 t,6201,I,Imputed value
FBS,Food Balances (2010-),231,Ethiopia,5142,Food,S2515,Rye,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),231,Ethiopia,5142,Food,S2516,Oats,2021,2021,1000 t,40,I,Imputed value
FBS,Food Balances (2010-),231,Ethiopia,5142,Food,S2517,Millet,2021,2021,1000 t,780,I,Imputed value
FBS,Food Balances (2010-),231,Ethiopia,5142,Food,S2518,Sorghum,2021,2021,1000 t,2789,I,Imputed value
FBS,Food Balances (2010-),231,Ethiopia,5142,Food,S2520,Cereals,2021,2021,1000 t,5402,I,Imputed value
FBS,Food Balances (2010-),231,Ethiopia,5142,Food,S2532,Cassava,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),231,Ethiopia,5142,Food,S2531,Potatoes,2021,2021,1000 t,931,I,Imputed value
FBS,Food Balances (2010-),231,Ethiopia,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,1535,I,Imputed value
FBS,Food Balances (2010-),231,Ethiopia,5142,Food,S2535,Yams,2021,2021,1000 t,42,I,Imputed value
FBS,Food Balances (2010-),242,Fiji,5142,Food,S2511,Wheat,2021,2021,1000 t,59,I,Imputed value
FBS,Food Balances (2010-),242,Fiji,5142,Food,S2807,Rice,2021,2021,1000 t,56,I,Imputed value
FBS,Food Balances (2010-),242,Fiji,5142,Food,S2513,Barley,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),242,Fiji,5142,Food,S2514,Maize,2021,2021,1000 t,2,I,Imputed value
FBS,Food Balances (2010-),242,Fiji,5142,Food,S2515,Rye,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),242,Fiji,5142,Food,S2516,Oats,2021,2021,1000 t,1,I,Imputed value
FBS,Food Balances (2010-),242,Fiji,5142,Food,S2520,Cereals,2021,2021,1000 t,11,I,Imputed value
FBS,Food Balances (2010-),242,Fiji,5142,Food,S2532,Cassava,2021,2021,1000 t,53,I,Imputed value
FBS,Food Balances (2010-),242,Fiji,5142,Food,S2531,Potatoes,2021,2021,1000 t,24,I,Imputed value
FBS,Food Balances (2010-),242,Fiji,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,9,I,Imputed value
FBS,Food Balances (2010-),242,Fiji,5142,Food,S2535,Yams,2021,2021,1000 t,6,I,Imputed value
FBS,Food Balances (2010-),246,Finland,5142,Food,S2511,Wheat,2021,2021,1000 t,475,I,Imputed value
FBS,Food Balances (2010-),246,Finland,5142,Food,S2807,Rice,2021,2021,1000 t,61,I,Imputed value
FBS,Food Balances (2010-),246,Finland,5142,Food,S2513,Barley,2021,2021,1000 t,100,I,Imputed value
FBS,Food Balances (2010-),246,Finland,5142,Food,S2515,Rye,2021,2021,1000 t,102,I,Imputed value
FBS,Food Balances (2010-),246,Finland,5142,Food,S2516,Oats,2021,2021,1000 t,5,I,Imputed value
FBS,Food Balances (2010-),246,Finland,5142,Food,S2520,Cereals,2021,2021,1000 t,4,I,Imputed value
FBS,Food Balances (2010-),246,Finland,5142,Food,S2531,Potatoes,2021,2021,1000 t,363,I,Imputed value
FBS,Food Balances (2010-),246,Finland,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,2,I,Imputed value
FBS,Food Balances (2010-),246,Finland,5142,Food,S2535,Yams,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),250,France,5142,Food,S2511,Wheat,2021,2021,1000 t,6788,I,Imputed value
FBS,Food Balances (2010-),250,France,5142,Food,S2807,Rice,2021,2021,1000 t,625,I,Imputed value
FBS,Food Balances (2010-),250,France,5142,Food,S2513,Barley,2021,2021,1000 t,43,I,Imputed value
FBS,Food Balances (2010-),250,France,5142,Food,S2514,Maize,2021,2021,1000 t,809,I,Imputed value
FBS,Food Balances (2010-),250,France,5142,Food,S2515,Rye,2021,2021,1000 t,41,I,Imputed value
FBS,Food Balances (2010-),250,France,5142,Food,S2516,Oats,2021,2021,1000 t,113,I,Imputed value
FBS,Food Balances (2010-),250,France,5142,Food,S2520,Cereals,2021,2021,1000 t,82,I,Imputed value
FBS,Food Balances (2010-),250,France,5142,Food,S2531,Potatoes,2021,2021,1000 t,4198,I,Imputed value
FBS,Food Balances (2010-),250,France,5142,Food,S2535,Yams,2021,2021,1000 t,6,I,Imputed value
FBS,Food Balances (2010-),258,French Polynesia,5142,Food,S2511,Wheat,2021,2021,1000 t,28,I,Imputed value
FBS,Food Balances (2010-),258,French Polynesia,5142,Food,S2807,Rice,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),258,French Polynesia,5142,Food,S2513,Barley,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),258,French Polynesia,5142,Food,S2514,Maize,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),258,French Polynesia,5142,Food,S2520,Cereals,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),258,French Polynesia,5142,Food,S2532,Cassava,2021,2021,1000 t,3,I,Imputed value
FBS,Food Balances (2010-),258,French Polynesia,5142,Food,S2531,Potatoes,2021,2021,1000 t,14,I,Imputed value
FBS,Food Balances (2010-),266,Gabon,5142,Food,S2511,Wheat,2021,2021,1000 t,152,I,Imputed value
FBS,Food Balances (2010-),266,Gabon,5142,Food,S2807,Rice,2021,2021,1000 t,127,I,Imputed value
FBS,Food Balances (2010-),266,Gabon,5142,Food,S2513,Barley,2021,2021,1000 t,5,I,Imputed value
FBS,Food Balances (2010-),266,Gabon,5142,Food,S2514,Maize,2021,2021,1000 t,35,I,Imputed value
FBS,Food Balances (2010-),266,Gabon,5142,Food,S2515,Rye,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),266,Gabon,5142,Food,S2516,Oats,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),266,Gabon,5142,Food,S2520,Cereals,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),266,Gabon,5142,Food,S2532,Cassava,2021,2021,1000 t,161,I,Imputed value
FBS,Food Balances (2010-),266,Gabon,5142,Food,S2531,Potatoes,2021,2021,1000 t,7,I,Imputed value
FBS,Food Balances (2010-),266,Gabon,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,4,I,Imputed value
FBS,Food Balances (2010-),266,Gabon,5142,Food,S2535,Yams,2021,2021,1000 t,160,I,Imputed value
FBS,Food Balances (2010-),270,Gambia,5142,Food,S2511,Wheat,2021,2021,1000 t,68,I,Imputed value
FBS,Food Balances (2010-),270,Gambia,5142,Food,S2807,Rice,2021,2021,1000 t,976,I,Imputed value
FBS,Food Balances (2010-),270,Gambia,5142,Food,S2513,Barley,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),270,Gambia,5142,Food,S2514,Maize,2021,2021,1000 t,20,I,Imputed value
FBS,Food Balances (2010-),270,Gambia,5142,Food,S2516,Oats,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),270,Gambia,5142,Food,S2517,Millet,2021,2021,1000 t,27,I,Imputed value
FBS,Food Balances (2010-),270,Gambia,5142,Food,S2518,Sorghum,2021,2021,1000 t,5,I,Imputed value
FBS,Food Balances (2010-),270,Gambia,5142,Food,S2520,Cereals,2021,2021,1000 t,1,I,Imputed value
FBS,Food Balances (2010-),270,Gambia,5142,Food,S2532,Cassava,2021,2021,1000 t,11,I,Imputed value
FBS,Food Balances (2010-),270,Gambia,5142,Food,S2531,Potatoes,2021,2021,1000 t,6,I,Imputed value
FBS,Food Balances (2010-),270,Gambia,5142,Food,S2533,Sweet potatoes,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),270,Gambia,5142,Food,S2535,Yams,2021,2021,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),268,Georgia,5142,Food,S2511,Wheat,2021,2021,1000 t,651,I,Imputed value
FBS,Food Balances (2010-),268,Georgia,5142,Food,S2807,Rice,2021,2021,1000 t,13,I,Imputed value
